,master_recipe_id,id,name,edition_year,ingredient_id_0,recipe_ingredient_type_0,measurement_id_0,amount_0,ingredient_id_1,recipe_ingredient_type_1,measurement_id_1,amount_1,ingredient_id_2,recipe_ingredient_type_2,measurement_id_2,amount_2,ingredient_id_3,recipe_ingredient_type_3,measurement_id_3,amount_3,ingredient_id_4,recipe_ingredient_type_4,measurement_id_4,amount_4,ingredient_id_5,recipe_ingredient_type_5,measurement_id_5,amount_5,ingredient_id_6,recipe_ingredient_type_6,measurement_id_6,amount_6,ingredient_id_7,recipe_ingredient_type_7,measurement_id_7,amount_7,ingredient_id_8,recipe_ingredient_type_8,measurement_id_8,amount_8,ingredient_id_9,recipe_ingredient_type_9,measurement_id_9,amount_9,ingredient_id_10,recipe_ingredient_type_10,measurement_id_10,amount_10,ingredient_id_11,recipe_ingredient_type_11,measurement_id_11,amount_11,ingredient_id_12,recipe_ingredient_type_12,measurement_id_12,amount_12,ingredient_id_13,recipe_ingredient_type_13,measurement_id_13,amount_13,ingredient_replacement_suggestions,instructions,glass_id,notes,year_introduced
476,487.0,487,Sorriso,2012,202.0,Main,4.0,1,363.0,Main,4.0,1,364.0,Main,4.0,1/2,91.0,Main,4.0,1/2,6.0,Main,2.0,2,365.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Stir with ice and strain into chilled cocktail glass. Garnish with
lemon and orange twists and cherry.",44,,2012
477,488.0,488,Southern Bride,2012,16.0,Main,4.0,1 1/2,204.0,Main,4.0,1,77.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
478,489.0,489,South-Side Cocktail,2012,89.0,Main,0.0,8-10,16.0,Main,4.0,1 1/2,22.0,Main,4.0,3/4,5.0,Main,4.0,3/4,274.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunset Hills Small Batch Gin freshness and bright aromatics pair harmoniously with the citrus and mint in the Southside cocktail. This summer cocktail is best supported by a light smooth gin with nuanced botanicals instead of a traditional London Dry.,"Muddle mint leaves gently in mixing glass. Add remaining
ingredients and shake with ice. Strain into chilled cocktail glass.
Add the mint sprig.",44,"There are no less than three competing stories as to how the Southside cocktail came to be. Perhaps the most interesting of them hails from Chicago. In the 1920s, Chicago was a city under violent gang rule. Three bootleggers controlled the city, and a hard line was drawn between North and South Chicago. On the North Side, people drank gin and ginger ale, which, consequently, is called a North Side cocktail. South Side mobsters didn't have as much access to quality liquor and were forced to use stronger flavors to mask the taste of bad gin. The Southside cocktail is an example of one of the most successful recipes for doing just that. There are a couple of fun spins on this cocktail as well. Try adding soda water and serving it over ice for a Southside Fizz, or stick with the coupe and add a healthy dose of champagne for a Southside Royale.",1935
479,490.0,490,South-Side Fizz,2012,89.0,Main,0.0,8-10,16.0,Main,4.0,2,22.0,Main,4.0,3/4,5.0,Main,4.0,3/4,60.0,Main,0.0,,353.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle mint leaves gently in mixing glass. Add gin, lemon juice, and
syrup and shake with ice. Strain into ice-filled highball glass. Fill
with soda water and stir. Add mint sprig.",21,,1935
480,491.0,491,Spencer Cocktail,2012,16.0,Main,4.0,1 1/2,63.0,Main,4.0,3/4,53.0,Main,4.0,1/4,6.0,Main,2.0,1,366.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Shake with ice and strain into chilled cocktail glass. Add the cherry and orange twist.,44,,1935
481,492.0,492,The Standard,2012,16.0,Main,4.0,1 1/2,104.0,Main,4.0,1/2,367.0,Main,4.0,1 1/2,22.0,Main,4.0,3/4,51.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into cocktail glass. Flame orange twist and
add.",44,,2012
482,493.0,493,Stanley Cocktail,2012,16.0,Main,4.0,1,23.0,Main,4.0,1/4,22.0,Main,4.0,1/2,54.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1935
483,494.0,494,Star Daisy,2012,16.0,Main,4.0,1,57.0,Main,4.0,1,22.0,Main,4.0,1,54.0,Main,10.0,1,5.0,Main,10.0,1,84.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice. Strain into ice-filled beer mug or metal cup. Garnish
with fruit.",24,,1957
484,495.0,495,Straight Law Cocktail,2012,101.0,Main,4.0,1 1/2,16.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
485,496.0,496,Straits Sling,2012,16.0,Main,4.0,2,22.0,Main,4.0,1,178.0,Main,4.0,1/2,66.0,Main,4.0,1/2,17.0,Main,2.0,2,6.0,Main,2.0,2,60.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Shake first six ingredients with ice. Strain into ice-filled Collins
glass. Fill with soda water and stir.",13,,1935
486,497.0,497,Summer Cabinet,2012,16.0,Main,4.0,1,364.0,Main,4.0,3/4,22.0,Main,4.0,1/2,368.0,Main,4.0,1/2,369.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
487,498.0,498,The Sun Also Rises,2012,228.0,Main,0.0,4,24.0,Main,4.0,1/4,22.0,Main,4.0,1/4,5.0,Main,4.0,1/2,370.0,Main,4.0,1 1/2,110.0,Main,4.0,1/4,274.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muddle raspberries with lime and lemon juices and syrup. Add gin and Grand Marnier and shake with ice. Strain through wire sieve into ice-filled old-fashioned glass. Garnish with mint.,27,"Peach Tea-Infused Gin:  Pour 1 cup gin into bowl. Add 1 peach tea bag. Let stand for 20 minutes. Strain into another bowl, pressing hard on tea bag. Funnel into covered jar, pressing hard on peach bag. Store, refrigerated, for
up to 3 weeks.",2012
488,500.0,500,Sweet Basil Martini,2012,183.0,Main,0.0,3,162.0,Main,0.0,1,16.0,Main,4.0,1 1/2,123.0,Main,4.0,3/4,5.0,Main,4.0,1/2,88.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle the basil and lemon wedge in mixing glass. Add remaining
ingredients and shake with ice. Strain into chilled cocktail glass.
Garnish with lemon.",44,,2012
489,501.0,501,T & T,2012,371.0,Main,4.0,2,246.0,Main,0.0,,61.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour gin into ice-filled highball glass and fill with tonic water. Stir. Add lime wedge.,21,,2000
490,502.0,502,Tailspin,2012,16.0,Main,4.0,3/4,9.0,Main,4.0,3/4,221.0,Main,4.0,3/4,194.0,Main,4.0,1/4,119.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir with ice and strain into chilled cocktail glass. Add lemon twist
and cherry.",44,,2012
491,503.0,503,Tango Cocktail,2012,16.0,Main,4.0,1,53.0,Main,4.0,1/2,19.0,Main,4.0,1/2,9.0,Main,4.0,1/2,21.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1935
492,504.0,504,The Tart Gin Cooler,2012,16.0,Main,4.0,2,372.0,Main,4.0,2,246.0,Main,4.0,2,47.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour first three ingredients into ice-filled Collins glass. Top with
bitters.",13,,2012
493,505.0,505,Third-Degree Cocktail,2012,16.0,Main,4.0,1 1/2,19.0,Main,4.0,3/4,75.0,Main,10.0,1,211.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add olive.,44,,1935
494,506.0,506,Three Card Monty,2012,16.0,Main,4.0,1,194.0,Main,4.0,1,69.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,2012
495,507.0,507,Thunderclap,2012,16.0,Main,4.0,3/4,373.0,Main,4.0,3/4,52.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1984
496,508.0,508,Tillicum,2012,16.0,Main,4.0,2 1/4,19.0,Main,4.0,3/4,47.0,Main,2.0,2,374.0,Garnish,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir with ice and strain into chilled cocktail glass. Garnish with
salmon.",44,,2012
497,509.0,509,Tom Collins,2012,16.0,Main,4.0,2,22.0,Main,4.0,1,5.0,Main,4.0,1,60.0,Main,0.0,1,375.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The candied lemon and herbal juniper aromas enhance the bright refreshing flavors of the Tom Collins, while the fruity and peppery finish cut through the sugar, making a balanced cocktail.","Shake gin, lemon juice, and syrup with ice and strain into Collins
glass. Add several ice cubes, fill with soda water, and stir. Garnish
with orange, lemon, and cherry. Serve with a straw.",13,"At one time, there were a great many Collins drinks out there, and many of them are still floating around today. You may have heard of a John Collins, a Charlie Collins, or others, but the Tom Collins is arguably the most famous. Perhaps this is due to America's past penchant for gin. Whatever the cause, the Tom Collins is one of those timeless mixtures of simple, pure ingredients, coming together to yield a delicious cocktail. According to legend, a waiter named John Collins at Limmer's Old House in London unwittingly lent his name to a popular drink made with Holland gin. From there, someone decided to experiment a little and switched the Holland gin out for Old Tom Gin. The name got changed accordingly, and several others followed suit with their own variations. Whatever the real story is, this is a summer drink that deserves a revival.",1935
498,510.0,510,Tropical Special,2012,208.0,Main,4.0,2,16.0,Main,4.0,1 1/2,131.0,Main,4.0,1,24.0,Main,4.0,1,21.0,Main,4.0,1/2,376.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into ice-filled highball glass. Garnish with
tropical fruits and cherry.",21,,2000
499,511.0,511,Turf Cocktail,2012,181.0,Main,4.0,2,9.0,Main,4.0,1,6.0,Main,2.0,1,18.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir with ice and strain into chilled cocktail glass. Add lemon twist.,44,,1935
500,512.0,512,Tuxedo Cocktail,2012,13.0,Main,4.0,1,19.0,Main,4.0,1,242.0,Main,10.0,1,77.0,Main,10.0,1,17.0,Main,2.0,2,103.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunset HIll's citrus aromas brighten the herbal qualities of the Tuxedo cocktail, while it's floral botanicals bond brilliantly with the maraschino and vermouth, to create a clean, elegant classic.",Stir with ice and strain into chilled cocktail glass. Add the cherry.,44,"The Tuxedo is certainly a blue-blood drink. It's part of a family of cocktails from the late 18th and early 19th centuries that Jerry Thomas might have referred to as “fancy martinis”—gin, vermouth, bitters, a dash of maraschino, and occasionally a little absinthe. Interestingly enough, in Daly's Bartenders' Encyclopedia from 1903, the Tuxedo recipe calls for Maple Gin, which, apparently, was dry gin sweetened with a drizzle of maple syrup. Apparently Daly was alone in his passion for maple gin, as it doesn't really seem to turn up anywhere else. Over the next several years, the Tuxedo continued to evolve with snapshots being taken from time to time in the form of written recipes. The more eccentric ones included sherry, which yielded an exceptionally dry, nutty cocktail. The maraschino and absinthe do a much better job of balancing the gin and vermouth, so we recommend sticking with them.",1935
501,513.0,513,Twentieth-Century Cocktail,2012,16.0,Main,4.0,1 1/2,123.0,Main,4.0,3/4,22.0,Main,4.0,3/4,82.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
502,514.0,514,Typhoon,2012,16.0,Main,4.0,1,24.0,Main,4.0,1,75.0,Main,4.0,1/2,111.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first three ingredients with ice and strain into ice-filled
Collins glass. Top with Champagne.",13,,1974
503,515.0,515,Union Cocktail,2012,16.0,Main,4.0,1 1/2,165.0,Main,4.0,3/4,54.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
504,516.0,516,Union Jack,2012,16.0,Main,4.0,2,377.0,Main,4.0,1/2,378.0,Main,4.0,1/2,17.0,Main,2.0,2,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add orange twist.,44,,2012
505,517.0,517,The Valentino,2012,16.0,Main,4.0,2,194.0,Main,4.0,1/2,9.0,Main,4.0,1/2,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add orange twist.,44,,2012
506,518.0,518,Vesper,2012,16.0,Main,4.0,3,38.0,Main,4.0,1,379.0,Main,4.0,1/2,380.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The clean crisp flavors of Rain vodka will enhance the bright citrus qualities of the gin and Lillet creating a delicately smooth cocktail.,"Shake with ice. Strain into chilled Champagne or cocktail glass. Add
lemon twist.",3,"Even if you haven't read a single James bond novel, you're bound to recognize this drink by name—though you may not know what's in it. Bond is infamous for his drinking habits, and indulges in everything from Dom Pérignon to Heineken. This tasty tipple is a sort of dressed up martini. When 007 specifies the contents of the Vesper in Casino Royale, he asks the bartender to use Kina Lillet, an apéritif wine from the Bordeaux region of France. Kina Lillet is no longer manufactured as the company altered its recipe in 1986 to create Lillet Blanc, a similar but less bitter version of their previous product. Many cocktail experts will suggest Cocchi Americano as the closest cousin to Kina Lillet, so use whichever you prefer. Why Mr. Bond prefers his Vesper shaken is a bit of a mystery. We recommend stirring to prevent clouding and over-dilution.",2012
507,519.0,519,Victor,2012,16.0,Main,4.0,1 1/2,52.0,Main,4.0,1/2,9.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1974
508,520.0,520,Vieux Mot,2012,16.0,Main,4.0,1 1/2,22.0,Main,4.0,3/4,203.0,Main,4.0,1/2,5.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
509,521.0,521,Vow Of Silence,2012,16.0,Main,4.0,1 1/2,204.0,Main,4.0,3/4,24.0,Main,4.0,1/2,104.0,Main,4.0,1/2,381.0,Main,4.0,1/4,5.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
510,522.0,522,Waikiki Beachcomber,2012,16.0,Main,4.0,3/4,21.0,Main,4.0,3/4,118.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
511,523.0,523,Wallick Cocktail,2012,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1 1/2,21.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
512,524.0,524,Wallis Blue Cocktail,2012,382.0,For the Glass,0.0,1,16.0,Main,4.0,1,21.0,Main,4.0,1,24.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim old-fashioned glass with lime and sugar. Fill with ice. Shake
remaining ingredients with ice and strain into glass.",27,"To color this cocktail blue, substitute blue curacao for the triple sec.",1974
513,525.0,525,Water Lily,2012,16.0,Main,4.0,3/4,21.0,Main,4.0,3/4,222.0,Main,4.0,3/4,22.0,Main,4.0,3/4,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Add orange
twist.",44,,2012
514,526.0,526,Wembly Cocktail,2012,16.0,Main,4.0,1 1/2,19.0,Main,4.0,3/4,57.0,Main,4.0,1/2,63.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1974
515,527.0,527,Western Rose,2012,16.0,Main,4.0,1,19.0,Main,4.0,1/2,63.0,Main,4.0,1/2,22.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1984
516,528.0,528,White Lady,2012,16.0,Main,4.0,1 1/2,21.0,Main,4.0,3/4,930.0,Main,10.0,1,16.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1984
517,529.0,529,White Spider,2012,16.0,Main,4.0,1,22.0,Main,4.0,3/4,21.0,Main,4.0,1/2,5.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
518,530.0,9949,White Way Cocktail,2000,2495.0,Main,4.0,3/4,16.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
519,531.0,531,Will Rogers,2012,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1/2,53.0,Main,4.0,1/2,21.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
520,532.0,532,The Wink,2012,242.0,Main,11.0,1,16.0,Main,4.0,2,21.0,Main,4.0,1/4,5.0,Main,4.0,1/4,47.0,Main,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse a chilled old-fashioned glass with absinthe and pour out
excess absinthe. Stir remaining ingredients with ice and strain into
glass. Garnish with a wink.",27,,2012
521,533.0,533,The Winkle,2012,174.0,Main,0.0,3,16.0,Main,4.0,2,24.0,Main,4.0,1,160.0,Main,4.0,1/2,5.0,Main,4.0,1/2,228.0,Main,0.0,4,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle sage in mixing glass. Add remaining ingredients. Shake with
ice and double-strain into chilled cocktail glass. Add lemon twist.",44,,2012
522,534.0,534,Wolf's Bite,2012,16.0,Main,4.0,1 1/2,204.0,Main,4.0,1,221.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
523,535.0,535,Woodstock,2012,16.0,Main,4.0,1 1/2,22.0,Main,4.0,1,142.0,Main,10.0,1 1/2,17.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
524,536.0,536,Xanthia Cocktail,2012,16.0,Main,4.0,3/4,91.0,Main,4.0,3/4,104.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
525,537.0,537,Yale Cocktail,2012,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1/2,197.0,Main,10.0,1,6.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir with ice and strain into chilled cocktail glass.,44,,1935
526,538.0,538,Yokahama Romance,2012,253.0,Main,4.0,2 1/2,16.0,Main,4.0,1,77.0,Main,4.0,1/4,383.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add rose petal.,44,,2012
527,539.0,539,Alamo Splash,2012,25.0,Main,4.0,1 1/2,53.0,Main,4.0,1,118.0,Main,4.0,1/2,384.0,Main,11.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour first three ingredients into ice-filled Collins glass. Top with lemon-lime soda and stir.,13,,2000
528,540.0,540,Amante Picante,2012,176.0,Main,13.0,2,385.0,Main,0.0,2,25.0,Main,4.0,2,24.0,Main,4.0,1,5.0,Main,4.0,1,386.0,Main,2.0,2,220.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muddle 2 cucumber slices and cilantro in mixing glass. Add remaining ingredients. Shake with ice and double-strain into chilled cocktail glass. Garnish with cucumber.,44,,2012
529,541.0,541,Bravo,2012,387.0,Main,4.0,2,158.0,Main,4.0,1/4,6.0,Main,2.0,2,17.0,Main,2.0,1,193.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Stir with ice and strain into chilled old-fashioned glass. Add
grapefruit twist.",27,,2012
530,542.0,542,Big Red Hooter,2012,25.0,Main,4.0,1,281.0,Main,4.0,3/4,118.0,Main,4.0,2,54.0,Main,4.0,1/2,103.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour tequila and amaretto into ice-filled Collins glass. Fill with
pineapple juice and top with grenadine. Add cherry. Serve with
straw.",13,,2000
531,543.0,543,Bloody Maria,2012,25.0,Main,4.0,1,39.0,Main,4.0,2,22.0,Main,4.0,1/4,41.0,Main,2.0,1,388.0,Main,19.0,1,88.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice. Strain into ice-filled old-fashioned glass. Add lemon wheel.,27,,1974
532,544.0,544,Blue Margarita,2012,389.0,For the Glass,0.0,1 1/2,25.0,Main,4.0,1 1/2,197.0,Main,4.0,1/2,24.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim chilled cocktail glass with lime juice and salt. Shake remaining
ingredients with ice and strain into glass.",44,,1988
533,545.0,545,Brave Bull,2012,25.0,Main,4.0,1 1/2,289.0,Main,4.0,1,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into ice-filled old-fashioned glass and stir. Add lemon twist.,27,,1984
534,546.0,546,Bum's Rush,2012,25.0,Main,4.0,1 1/2,21.0,Main,4.0,3/4,390.0,Main,4.0,3/4,24.0,Main,4.0,1,391.0,Main,4.0,1,61.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into ice-filled Collins glass. Garnish with
lime.",13,,2012
535,547.0,547,Cactus Berry,2012,392.0,For the Glass,0.0,1 1/4,25.0,Main,4.0,1 1/4,258.0,Main,4.0,1 1/4,21.0,Main,4.0,1/2,5.0,Main,4.0,1/2,22.0,Main,4.0,1/4,24.0,Main,4.0,1/4,384.0,Main,11.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim chilled cocktail glass with lime and salt. Shake remaining
ingredients with ice and pour into glass.",44,,2000
